;country;description;designation;points;price;province;region_1;region_2;taster_name;taster_twitter_handle;sex;taster_credit;title;variety;winery
75;Italy;Reale (100% Merlot) offers sweet cherry and raspberry aromas with light touches of spice and toasted almond in the background. This ruby colored wine offers an easy, fresh and lean feel in the mouth.;Reale;86;30.0;Tuscany;Toscana;;;;;;Fattoria la Castellina 2008 Reale Merlot (Toscana);Merlot;Fattoria la Castellina
76;US;This dry estate wine is voluptuous and richly floral, with well-developed stone fruit and melon flavors. Medium-bodied, it's weighty enough to be enjoyed on its own or at the table with a wide array of foods.;La Cruz Vineyard;88;30.0;California;Sonoma Coast;Sonoma;Virginie Boone;@vboone;female;;Keller 2014 La Cruz Vineyard Pinot Gris (Sonoma Coast);Pinot Gris;Keller
77;US;Rick Longoria chooses a new artist every two years to illustrate this label. This vintage features 40% Cabernet Franc, 21% Cabernet Sauvignon, 21% Syrah and 18% Merlot, resulting in cranberry, red cherry and dried herbs notes, with a touch of eucalyptus and pine sap. The palate offers woody cedar and juniper flavors along with tart cherry fruit.;Blues Cuvée;88;30.0;California;Santa Barbara County;Central Coast;Matt Kettmann;@mattkettmann;male;;Longoria 2014 Blues Cuvée Red (Santa Barbara County);Red Blend;Longoria
78;Austria;Flinty elderberry and crushed blackberry are the dark-fruited aromatics that pervade the nose and palate of this wine. There is a smoky smudge to the velvet tannins, making this intriguing and elegant. The tannic structure frames this medium-bodied charmer, and its superb balance and aromatic layers make you come back for more. Ready from 2016.;Kirschgarten;94;46.0;Burgenland;;;Anne Krebiehl MW;@AnneInVino;Female;;Umathum 2011 Kirschgarten Blaufränkisch (Burgenland);Blaufränkisch;Umathum
79;France;This wine is both full of exotic fruits and tightly structured. The combination is fascinating and works, giving a ripe side to the steely core. Its yellow fruit hints that this wine will become rich as it develops. Drink from 2019.;Les Clos Grand Cru;93;70.0;Burgundy;Chablis;;Roger Voss;@vossroger;male;;Domaine Louis Moreau 2013 Les Clos Grand Cru  (Chablis);Chardonnay;Domaine Louis Moreau
80;Italy;This modern red from the Montalcino area of Tuscany exhibits amazing chocolate-like intensity with dark shades of espresso bean, black cherry, vanilla, incense and strawberry cola. It has so much cherry in the mouth it recalls cherry liqueur or cherry-chocolate cake.;S.J. (San Jacopo);92;36.0;Tuscany;Toscana;;;;;;Fuligni 2005 S.J. (San Jacopo) Red (Toscana);Red Blend;Fuligni
81;France;This wine is soft, gently fruity with light raspberry and red-currant flavors. An attractive zesty lemon character adds to this pale-colored wine.;Cuvée Grand Réserve;85;22.0;Provence;Côtes de Provence;;Roger Voss;@vossroger;male;;Château de Saint Martin 2015 Cuvée Grand Réserve Rosé (Côtes de Provence);Rosé;Château de Saint Martin
82;Spain;Aromas of black cherry, cassis and desert brush hint at complexity. A flush, structured palate deals blackberry, cassis, spice, herb and chocolate flavors. Despite mild heat and rubbery tannins on the finish, this is largely a complete Monastrell.;Porta Regia Colección Privada 5 Meses;89;14.0;Levante;Jumilla;;Michael Schachner;@wineschach;male;;Sierra Norte 2014 Porta Regia Colección Privada 5 Meses Monastrell (Jumilla);Monastrell;Sierra Norte
83;Italy;"The Pio Cesare starts well; a fat opulent nose of rich fruit mixed with a strong mocha character. It is also big on the palate; plummy and powerful, with good acidity. Towards the end, however, the wine runs out of steam, and it finishes somewhat abruptly and with a slight sourness.";Fides;85;39.0;Piedmont;Barbera d'Alba;;;;;;Pio Cesare 2004 Fides  (Barbera d'Alba);Barbera;Pio Cesare
84;Australia;The Dead Arm rarely wows this reviewer in our blind tastings, and while the 2007 is undeniably a very good wine, it shows a tart edge and a reined-in personality. Toast and vanilla frame cranberry and raspberry fruit, chocolate overtones and savory, meaty elements. Try it after 2015 and see if it has loosened up at all.;The Dead Arm;89;65.0;South Australia;McLaren Vale;;Joe Czerwinski;@JoeCz;Male;;D'Arenberg 2007 The Dead Arm Shiraz (McLaren Vale);Shiraz;D'Arenberg
85;US;From the last remaining block of a vineyard planted in 1968 by Oregon pioneer Dick Erath that's yielding less than 1.5 tons per acre, this is loaded with rose petal and cherry blossom aromas. Delicate and graceful, it offers subtle raspberry, blackberry and cherry fruit. The finish is exceptional, long and complex, with hints of coffee and caramel. Give this wine your full attention and enjoy how long it lingers.;Chehalem Mountain Vineyard Block B3 Old Vines;93;50.0;Oregon;Chehalem Mountains;Willamette Valley;Paul Gregutt;@paulgwine ;male;;Aberrant Cellars 2014 Chehalem Mountain Vineyard Block B3 Old Vines Pinot Noir (Chehalem Mountains);Pinot Noir;Aberrant Cellars
86;Austria;This is a floral effort perfumed with apple blossom. The palate is rich and creamy, with intense acidity balanced by peach and pear flavors. It has a smooth finish. Screwcap.;Laurenz and Sophie Singing;87;16.0;Niederösterreich;;;Roger Voss;@vossroger;male;;Laurenz V. 2011 Laurenz and Sophie Singing Grüner Veltliner (Niederösterreich);Grüner Veltliner;Laurenz V.
87;France;This is a medium-bodied, spicy rendering of Syrah. Cherries, herbs and spice all mingle easily, while the silky texture is its calling card. Drink now–2023.;d'Ogier;89;20.0;France Other;Vin de France;;Joe Czerwinski;@JoeCz;Male;;Michel & Stéphane Ogier 2012 d'Ogier Syrah (Vin de France);Syrah;Michel & Stéphane Ogier
88;US;The oak sticks out and the underlying cherry and raspberry fruit is rather simple and jammy in this single-vineyard wine. It has positive features, such as a dry silkiness and a nice mushroomy character. But it turns disappointingly thin on the finish. Too bad for a vineyard that used to be among the best in Carneros.;Winery Lake Vineyard;86;55.0;California;Carneros;Napa-Sonoma;;;;;Acacia 2008 Winery Lake Vineyard Pinot Noir (Carneros);Pinot Noir;Acacia
89;US;"At just 12.5% alcohol, this comes across as dry and quite fresh, with vivid grapefruit flesh and acidity. Some mint and lemon flavors sneak in also. The emphasis is clearly on citrus rather than peach or apricot; a fine food wine.";Traditions;88;13.0;Washington;Columbia Valley (WA);Columbia Valley;Paul Gregutt;@paulgwine ;male;;Milbrandt 2009 Traditions Riesling (Columbia Valley (WA));Riesling;Milbrandt
90;US;The nose on this appellation blend from a newer producer takes a bit of coaxing to come out, but eventually offers berry, mint and dark cola. The flavors are a combination of red fruit, oregano and licorice.;;87;37.0;California;Central Coast;Central Coast;Matt Kettmann;@mattkettmann;male;;Brecon Estate 2012 Syrah (Central Coast);Syrah;Brecon Estate
91;US;Toasty oak and rich crème caramel are top of mind in this estate-grown wine, sourced from two distinct blocks on property planted to Clone 4, as well as the Platt Wente Clone. Together they combine to offer an intensity of body and texture, finishing softly in citrus and red apple.;;90;30.0;California;Bennett Valley;Sonoma;Virginie Boone;@vboone;female;;Frostwatch 2013 Chardonnay (Bennett Valley);Chardonnay;Frostwatch
92;France;This ripe wine has spice as well as red-berry fruits. Good acidity combines with light tannins to deliver a balanced wine with a mineral edge that should age for a few more months. Drink from 2017.;;86;22.0;Loire Valley;Sancerre;;Roger Voss;@vossroger;male;;Domaine Alban Roblin 2014  Sancerre;Pinot Noir;Domaine Alban Roblin
93;Italy;Toast, oak, coconut and mocha aromas take center stage and carry over to the palate along with star anise and baking spice. It lacks fruit richness while bracing tannins grip the finish.;San Lorenzo;87;80.0;Piedmont;Barolo;;Kerin O’Keefe;@kerinokeefe;female;;Cavalier Bartolomeo 2010 San Lorenzo  (Barolo);Nebbiolo;Cavalier Bartolomeo
94;US;This wine combines ripe raspberry and cherry flavors with sweet, smoky oak tones. A wine to drink now, it shows classic Russian River acidity, and it bears a minerally, salty profile that lends structural elegance.;;88;32.0;California;Russian River Valley;Sonoma;;;;;Siduri 2011 Pinot Noir (Russian River Valley);Pinot Noir;Siduri
95;Italy;"Balanced, bright and dense, this powerful offering delivers a bold, masculine mouthfeel with flavors of dark fruit, spice and bitter chocolate. The finish is drying and astringent; drink after 2018.";Paesi Tuoi;91;50.0;Piedmont;Barolo;;;;;;Terre da Vino 2008 Paesi Tuoi  (Barolo);Nebbiolo;Terre da Vino
96;US;Aromatically blessed in flecked coconut, this soft, round red blend is ripe and lush in black cherry and blueberry, with touches of cedar and tobacco in the background. Completely satisfying on the palate, remaining rich from start to end, it finishes structured and elegant, with delectable waves of dark chocolate and mocha. The blend is half Cabernet Sauvignon and half Malbec.;;93;55.0;California;Alexander Valley;Sonoma;Virginie Boone;@vboone;female;;Aperture 2011 Red (Alexander Valley);Red Blend;Aperture
97;Italy;The bottle that changed Italian wine forever, Tignanello is as modern and innovative as its first vintage many decades ago. Soft blackberry and cherry is backed by balanced spice, leather and toasted espresso. Those rich oak tones do a wonderful job of holding up the wine's natural richness and velvety smoothness. Hold 10 years or more.;Tignanello;95;105.0;Tuscany;Toscana;;;;;;Marchesi Antinori 2009 Tignanello Red (Toscana);Red Blend;Marchesi Antinori
98;Austria;Black, ripe elderberries, with a tart but supple body make this an appetizing, lighter wine that holds an unusual aromatic intensity. There is an intriguing hint of wilderness and a streak of fresh acidity that makes this soft wine an ideal match for lighter foods. Drink this while it's young and vibrant.;Unplugged;89;34.0;Burgenland;;;Anne Krebiehl MW;@AnneInVino;Female;;Hannes Reeh 2012 Unplugged Zweigelt (Burgenland);Zweigelt;Hannes Reeh
99;France;There is a touch of yellow mirabelle plum on the nose. The palate comes in with a more tart note of pith and zest. The slender body unites full fruit and lively freshness in a compact package, boosted by a little residual sweetness that nonetheless lets the wine finish dry.;Réserve;89;14.0;Alsace;Alsace;;Anne Krebiehl MW;@AnneInVino;Female;;Willm 2016 Réserve Pinot Gris (Alsace);Pinot Gris;Willm
100;Chile;Aromas of starched sheets and lanolin show a hint of apple. This feels rather lean and similar to soda: there isn't much body to it. Tropical melony flavors are oaky, and the finish turns downright woody and sweet like canned pineapple.;Lot 5;87;40.0;Leyda Valley;;;Michael Schachner;@wineschach;male;;Leyda 2015 Lot 5 Chardonnay (Leyda Valley);Chardonnay;Leyda
101;Chile;A strong blast of oak and wood shavings are up front and on top of the nose on this chunky Cabernet. Baked, herbal flavors of cassis and raspberry are toasty, slightly green and minty. Flavors of herbs and carob rest heavily on a plump, warm finish.;Gran Reserva;88;17.0;Colchagua Valley;;;Michael Schachner;@wineschach;male;;Koyle 2013 Gran Reserva Cabernet Sauvignon (Colchagua Valley);Cabernet Sauvignon;Koyle
102;Italy;This fresh, enjoyable white has passion fruit, citrus and saline aromas and flavors. It's simple, with a clean, fresh finish.;Fiordiligi;85;15.0;Sicily & Sardinia;Terre Siciliane;;Kerin O’Keefe;@kerinokeefe;female;;Assuli 2015 Fiordiligi Grillo (Terre Siciliane);Grillo;Assuli
103;US;Four appellations across the county contributed to this easygoing white. It's dark gold in color with a taste of peach skin, pineapple, vanilla and oak, which has a succulent sweetness to it but never becomes cloying.;;86;14.0;California;Sonoma County;Sonoma;Virginie Boone;@vboone;female;;River Road 2014 Chardonnay (Sonoma County);Chardonnay;River Road
104;France;This ripe wine with acidity and citrus flavors has an attractive mineral texture and lively acidity. It is crisp with a fine tang of orange and lemon zest. Drink now.;;88;26.0;Loire Valley;Sancerre;;Roger Voss;@vossroger;male;;Villebois 2016  Sancerre;Sauvignon Blanc;Villebois
105;Italy;Aromas of beeswax, lychee and fragrant white flowers take center stage in this wine. The juicy palate offers ripe Bartlett pear and lemon drop alongside fresh acidity.;Rohracker;87;17.0;Northeastern Italy;Alto Adige;;Kerin O’Keefe;@kerinokeefe;female;;Peter Zemmer 2012 Rohracker Riesling (Alto Adige);Riesling;Peter Zemmer
106;New Zealand;Smoky aromas of hickory-laced dark fruit lead the way, easily sliding into boysenberry and bacon notes on the palate. The flavors are meaty and savory, not simply fruity, while the texture is lush. One of the best examples of Peg Bay Pinot Noir in memory, it finishes long, framed by supple tannins. Drink now–2020.;;91;40.0;Waipara Valley;;;Joe Czerwinski;@JoeCz;Male;;Pegasus Bay 2009 Pinot Noir (Waipara Valley);Pinot Noir;Pegasus Bay
107;US;Dijon-clone Chardonnays from Oregon are distinctive and appealing, with excellent acidity behind fruit that stays on the lean side of tropical. Here are lightly buttery flavors of apple and peach pie, with a spicy kick to the finish.;Freedom Hill Vineyard Dijon Clone;92;26.0;Oregon;Willamette Valley;Willamette Valley;Paul Gregutt;@paulgwine ;male;;St. Innocent 2013 Freedom Hill Vineyard Dijon Clone Chardonnay (Willamette Valley);Chardonnay;St. Innocent
108;South Africa;Toast and fresh hay aromas immediately waft from the glass, with supporting notes of red apple and spiced orange peel. Round and full in the mouth, it has good mousse and a soft honeyed accent that carries through onto the finish.;Philip Jonker The Ring Blanc de Blancs Brut;86;28.0;Robertson;;;Lauren Buzzeo;@laurbuzz;male;2;Weltevrede 2008 Philip Jonker The Ring Blanc de Blancs Brut Chardonnay (Robertson);Chardonnay;Weltevrede
